,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,brand,brand:wikidata,brand:wikipedia,cuisine,drive_through,name,outdoor_seating,takeaway,wheelchair,latitude,longitude,id,created_by,FIXME,phone,website,addr:country,start_date,toilets:wheelchair,contact:email,contact:fax,contact:phone,contact:website,opening_hours,operator,addr:state,fixme,internet_access,capacity,email,alt_name,shop,description,wpt_symbol,source,addr:suburb,contact:mobile,delivery,smoking,official_name,payment:credit_cards,food,internet_access:fee,internet_access:ssid,contact:facebook,contact:twitter,diet:vegetarian,name:en,entrance,int_name,wifi,address:number,url,addr:housename,brand:website,ele,note,brewery,old_name,name:pt,phone_1,diet:vegan,self_service,air_conditioning,reservation,access,drinking_water,fee,toilets:disposal,toilets:position,opening_hours:covid19,atm,contact:instagram,short_name,name:ja,wheelchair:description,survey:date,wikidata,drive_in,organic,level,min_age,building,contact:soundcloud,contact:youtube,height,addr,tourism,name:nl,amenity_1,mapillary,name:ko,name:fr,diet:gluten_free,addr:full,is_in,source:date,payment:cheque,contact:whatsapp,addr:unit,fax,payment:debit_cards,location,wikipedia,addr:district,name:zh,drink:beer,payment:cash,payment:maestro,payment:mastercard,payment:visa,payment:visa_debit,payment:visa_electron,diet:raw,operator:wikidata,payment:cards,payment:coins,lgbtq,store,name:es,ref,microbrewery,sport,delivery:covid19,bar,diet:meat,drink:wine,covered,name:ru,diet:lactose_free,departures_board,shelter,addr:province
3332,,,,,fast_food,Bob's,Q1392113,en:Bob's,burger,,Bob's,,yes,,-23.4884181,-46.5495745,6858489117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3333,,,,Avenida Índico,fast_food,,,,regional,,Esquina da Indíco,,,,-23.6956630,-46.5535142,6860586687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3334,,,,Avenida Robert Kennedy,restaurant,,,,regional,,Restaurante Clarita,,,,-23.6998623,-46.5776212,6864063125,,,+55 11 2897 4790,,,,,,,,,Mo-Sa 11:00-15:00,,,,,,,,,,,,,+55 11 94768 6196,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
3335,São Paulo,2053,02127-002,Avenida Alberto Byington,fast_food,,,,arab,,Casa da Esfhira,,,,-23.5015696,-46.5868684,6865067398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3336,São Paulo,578,05433-011,Rua Aspicuelta,bar,,,,,,,,,,-23.5582341,-46.6907194,6873193325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337,São Paulo,998,05420-001,Avenida Pedroso de Morais,fast_food,Subway,Q244457,en:Subway (restaurant),sandwich,,Subway,,yes,,-23.5616811,-46.6926609,6873216973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3338,São Paulo,1008,05420-001,Avenida Pedroso de Morais,restaurant,,,,,,Rancho do Serjão,,,,-23.5616185,-46.6927889,6873216975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3339,São Paulo,585,05433-011,Rua Aspicuelta,bar,,,,,,Todos os Santos,,,,-23.5584399,-46.6906993,6873217915,,,,https://www.botecotodosossantos.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3340,São Paulo,1056,02203-001,Avenida Ede,fast_food,,,,,,,,,,-23.4906482,-46.5893351,6881980386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341,,,,,fast_food,Burger King,,,burger,,Burger King,,yes,,-23.5901861,-46.7372162,6888746688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342,,,,,restaurant,,,,japanese,,Yazu,,,,-23.5877154,-46.7372994,6888746692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3343,São Paulo,131,03017-000,Rua Bresser,restaurant,,,,,,Nova Telles,,,,-23.5329163,-46.6132942,6900260458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3344,,228,,rua José Maria Lisboa,restaurant,,,,,,Micaela,,,,-23.5705462,-46.6550511,6900555401,,,34736849,https://www.restaurantemicaela.com.br/,,,,,,,,"Tu-Fr 12:00-15:30; Sa, Su 12:00-16:30; Tu-Sa 19:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3345,,1001,,Avenida Pedro Américo,fast_food,,,,,,Pico Lanches e Pizzas,,,,-23.6682478,-46.5046100,6901199414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3346,,,,,pub,,,,,,Bar do Kafú Pozinho,,,,-23.6709102,-46.5051158,6901211532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3347,São Paulo,95,01510-001,Rua da Glória,restaurant,,,,arab,,Restaurante Gloria,,,,-23.5540511,-46.6342468,6903658861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3348,São Paulo,22,05426-060,Rua Baltazar Carrasco,fast_food,,,,burger;sandwich,,,,,,-23.5642719,-46.6928152,6910674815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3349,São Paulo,539,05421-001,Rua Cunha Gago,fast_food,,,,regional;burger;sandwich,,Lanchonete Nova Arcoverde,yes,,,-23.5641849,-46.6926859,6910674831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3350,São Paulo,178,01019-000,Rua Silveira Martins,fast_food,,,,regional;sandwich,,Recanto da Sé,,,,-23.5524356,-46.6305929,6913055376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3351,São Paulo,1108,05503-000,Avenida Vital Brasil,restaurant,,,,japanese,,Sukiya,,,,-23.5689640,-46.7146644,6913456532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3352,,,,Rua Frei Gaspar,fast_food,,,,,,Cantina CFC,,,,-23.7176637,-46.5560554,6913520458,,,,,,,,,,,,Mo-Fr 09:00-22:00; Sa 08:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3353,,1250,,Avenida Kennedy,bar,,,,,,Tatu Bola Bar,,,,-23.6778887,-46.5569404,6915678556,,,+55 11 4317 4727,http://www.tatubolabar.com.br/,,,,,,,,"Mo-Su 00:00-01:00,Tu 18:00-24:00,We-Fr 17:30-24:00,Sa 12:30-24:00, Su,PH 15:00-24:00",,,,,,reservas.sb@tatubolabar.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354,São Paulo,233,03308-050,Rua Visconde de Itaboraí,bar,,,,,,Republica Bar e Gastronomia,,,,-23.5415276,-46.5728257,6915827330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3355,São Paulo,439,,Rua Padre Estevão Pernet,restaurant,,,,,,Rancho do Sul,,,,-23.5425521,-46.5705951,6916775806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3356,,295,,Avenida Kennedy,bar,,,,,,Estádio São Bernardo Bar,,,,-23.6866281,-46.5597034,6917199500,,,,,,,,,,,,Mo-Fr 11:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3357,,,,,restaurant,,,,steak_house,,Gramado Grill,,,,-23.5960791,-46.8636406,6924561516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3358,,,,,pub,,,,,,Bar e Lanches da Sorte,,,,-23.6456966,-46.6637828,6925213856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3359,São Paulo,949,03314-000,Rua Vilela,fast_food,,,,regional;sandwich,,Bar e Lanches Joia da Vilela,,,,-23.5426377,-46.5651359,6925635705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3360,,26,,Rua Aricá,fast_food,,,,pastel;ice_cream,,Tsuru Pastel & Sorveteria,,,,-23.7191657,-46.5732534,6927368023,,,+55 11 4352 0977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3361,,171,,Rua Aricá,restaurant,,,,regional,,Danilo's Restaurante,,,,-23.7189383,-46.5732161,6927368030,,,+55 11 4109 5614,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3362,,,,Rua Aricá,restaurant,,,,regional,,Restaurante e Costelaria Parrilla,,,,-23.7187757,-46.5732161,6927368031,,,+55 11 4351 2001,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3363,São Paulo,1069,03316-000,Rua Tijuco Preto,fast_food,,,,regional;coffee_shop;sandwich,,Cantinho da Edite,,,,-23.5427049,-46.5654675,6931218385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3364,,,,,restaurant,,,,,,Tchê Gaucho,,,,-23.6763179,-46.7343796,6932080277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,,474,,Rua Heitor Penteado,restaurant,,,,barbecue;steak_house,,Vila Heitor O Costelone,,,,-23.5494290,-46.6834635,6946374785,,,+55 11 3862 7344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3366,,,,,restaurant,,,,japanese,,Shinsei,,,,-23.6379386,-46.6709958,6948146984,,,+55 11 5031 7066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3367,São Paulo,101,04302-000,Rua Apotribu,restaurant,,,,japanese,,Ramen K,yes,yes,,-23.6206411,-46.6374917,6948332385,,,+55 11 3368 4577,,,,,,,,,,,,,,,,,,,,,Parque Imperial,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3368,,,,Rua Mediterrâneo,fast_food,,,,burger;sandwich,no,Food Truck Dora,,,,-23.6927061,-46.5547049,6948928635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3369,,,,Rua Java,fast_food,,,,sandwich;burger,no,Food Truck,,,,-23.6909306,-46.5576171,6948928636,,,,,,,,,,,,Mo-Fr 09:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370,,15,,Praça da Colina,bar,,,,,,Boteco Amélia,no,,,-23.7174284,-46.5654345,6949778925,,,+55 11  4352 5740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,https://www.instagram.com/botecoamelia/,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371,,,,Rua Padre Gerônimo Cardim,pub,,,,,,Bar do Batata,,,,-23.7158662,-46.5625540,6949778927,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372,São Paulo,1360,03313-001,Rua Francisco Marengo,fast_food,,,,regional;coffee_shop;sandwich,,Lanchonete Nova São Luiz,,,,-23.5491932,-46.5575591,6951275360,,,+55 11 2093-0241,,,,,,,,,Mo-Su 06:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373,São Paulo,740,03313-000,Rua Francisco Marengo,restaurant,,,,regional,,Deia's Bar,,,,-23.5437794,-46.5588419,6952190938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3374,São Paulo,752,03313-000,Rua Francisco Marengo,fast_food,,,,coffee_shop;sandwich,,,,,,-23.5438714,-46.5588182,6952190939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3375,São Paulo,833,05046-000,Rua Aurélia,restaurant,,,,pie;cake;wine,,Torta Urbana,,yes,,-23.5293251,-46.6978136,6952772572,,,+55 11 24788401,www.tortaurbana.com.br,,,,,,,,Mo-Su 10:00-20:00,,,,wlan,15,,,,,,,,,yes,outside,,,,,,,,yes,,,,,,,,,,,,,,,yes,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,
3376,,,,,restaurant,,,,,,Ponto da Esfiha,,,,-23.6419558,-46.6661873,6953947031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3377,,,,Avenida Caminho do Mar,fast_food,,,,burger;sandwich,no,Lanchonete Caminho do Mar,,,,-23.6642047,-46.5696522,6955073960,,,+55 11 4365 2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3378,,,,Rua Principe Humberto,restaurant,,,,pizza,,Pizza São Bernardo,,,,-23.7052895,-46.5528556,6955735778,,,+55 11 2355 1212,,,,,,,,,,,,,,,,,,,,,,+55 11 94163 3436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3379,São Paulo,1959,03313-001,Rua Francisco Marengo,restaurant,,,,,,Florença,,,,-23.5544190,-46.5561401,6958243902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3380,,,,,cafe,,,,cake;donut;coffee_shop,,Dolce Caffé,,,,-23.5664068,-46.6388115,6958313596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3381,,3720,,Avenida Robert Kennedy,restaurant,,,,regional;fish,,Recanto da Margarete & Marco Reis,,,,-23.7233945,-46.5745432,6958549889,,,,,,,,,,,,"Mo off; Tu-We12:00-20:00; Th,Fr 12:00-22:00; Sa 13:00-22:00; Su 10:30-14:00",,,,,,,,,,,,,+55 11 95387 9132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3382,,,,,fast_food,,,,,,Restaurante Milano,,,,-23.5398051,-46.6316575,6959205885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383,,,,Rua dos Vianas,fast_food,,,,pastel,no,,,,,-23.6981170,-46.5508296,6966388380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384,,,,Rua Java,cafe,,,,regional,,Café Java Park,no,,,-23.6914815,-46.5579423,6970319292,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3385,,116,,Rua Doutor Flaquer,restaurant,,,,regional,,Bar e Restaurante Arca de Noé,,,,-23.7095471,-46.5520937,6974609213,,,+55 11 4332 8837,,,,,,,,,,,,,,,,,,,,,Centro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3386,,603,,Avenida Dom Jaime de Barros Câmara,restaurant,,,,italian;pizza,,603 Pizzerie & Ristorante,yes,,,-23.7070028,-46.5682239,6983058154,,,+55 11 2356 7007,,,,,,,+55 11 2356 4111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/603pizzerie/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3387,,,,Avenida Dom Jaime de Barros Câmara,fast_food,,,,burger,no,Bacoa Burger,,,,-23.7072853,-46.5695261,6983870760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388,,,,Praça Giovani Breda,bar,,,,,,,,,,-23.7253119,-46.5751164,6988390341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3389,,,,,restaurant,,,,pizza,,Pizzaria Rafaello,,,,-23.7177202,-46.5738017,6988570824,,,+55 11 4109 9680,,,,,,,,,,,,,,,,,,,,,,+55 11 98262 5553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3390,,,,Avenida Robert Kennedy,pub,,,,,,,,,,-23.7175080,-46.5732780,6988570826,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391,São Paulo,2889,02209-001,Avenida Gustavo Adolfo,restaurant,,,,regional,,Pare Bar,,,,-23.4918964,-46.5753352,6990989297,,,,,,,,,,,,Mo-Sa 11:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3392,São Paulo,555,04143-010,Rua Itapiru,fast_food,,,,regional;sandwich,,Timiko,,,,-23.6169391,-46.6347823,6992572042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3393,Santo André,1026,,Avenida Guaianazes,restaurant,,,,,,Tia Paula,,,,-23.6711868,-46.5046087,6997213814,,,+55 11 4474-6655,,,,,,,,,Mo-Sa 11:00-14:30,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3394,Santo André,23,,Praça Queirós,restaurant,,,,japanese,,Washi Sushi,,,,-23.6736961,-46.5037769,6997213815,,,+55 11 4902-3163;+55 11 95554-7267,,,,,,,,,"Tu-Th 11:00-22:00; Fr,Sa 12:00-23:00; Su 17:00-23:00; PH off",,,,,,,,,,,,Vila Humaitá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3395,Santo André,800,,Avenida Guaianazes,restaurant,,,,brazilian;mineira,,Mineiro Delivery,,,,-23.6696776,-46.5035298,6997213816,,,,https://www.mineirodelivery.com.br/unidade/santo-andre-vila-homero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396,,,,Avenida General Barreto de Menezes,fast_food,Smashburger,Q17061332,en:Smashburger,burger,no,Smashburger,,yes,,-23.7373097,-46.5338209,6997568113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397,,,,Avenida Dom Jaime de Barros Câmara,fast_food,,,,burger,no,Top Churras,yes,,,-23.7071785,-46.5683219,7001436341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3398,,141,,Rua Paganini,restaurant,,,,brazilian;coffee_shop,,Panela de Barro,,,,-23.5288228,-46.6186534,7001700385,,,,,,,,,,,,Su-Fr 06:00-18:00; Sa 09:00-07:00,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
